UNIQUE_ID,Test ID,Shot X,Shot Y,Step Pitch X,Step Pitch Y,Map Shift X,Map Shift Y,Coordinate X,Coordinate Y,Wafer X,Wafer Y,Radius
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,2,0,-2,22583.68,32940,2814.357,0,-10237.04,16470,-7422.683,-49410,49964.43058
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,3,0,-2,22583.68,32940,2814.357,0,11153.04,16470,13967.397,-49410,51346.23919
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,4,0,-2,22583.68,32940,2814.357,0,10237.04,-16470,13051.397,-82350,83377.82357
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,5,0,-2,22583.68,32940,2814.357,0,-11153.04,-16470,-8338.683,-82350,82771.10688
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,6,0,-2,22583.68,32940,2814.357,0,-5507.12,16470,-2692.763,-49410,49483.32116
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,7,0,-2,22583.68,32940,2814.357,0,1743.7,16470,4558.057,-49410,49619.79427
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,8,0,-2,22583.68,32940,2814.357,0,7375.92,16470,10190.277,-49410,50449.87458
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,9,0,-2,22583.68,32940,2814.357,0,-11291.84,11789.6,-8477.483,-54090.4,54750.69945
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,10,0,-2,22583.68,32940,2814.357,0,-5574.62,9882,-2760.263,-55998,56065.9884
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,11,0,-2,22583.68,32940,2814.357,0,1662.5,9882,4476.857,-55998,56176.67
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,12,0,-2,22583.68,32940,2814.357,0,7308.42,9882,10122.777,-55998,56905.59391
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,13,0,-2,22583.68,32940,2814.357,0,-11291.84,5693.5,-8477.483,-60186.5,60780.60957
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,14,0,-2,22583.68,32940,2814.357,0,11291.84,9215.3,14106.197,-56664.7,58394.11802
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,15,0,-2,22583.68,32940,2814.357,0,-5574.62,3294,-2760.263,-62586,62646.83909
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,16,0,-2,22583.68,32940,2814.357,0,1662.5,3294,4476.857,-62586,62745.91337
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,17,0,-2,22583.68,32940,2814.357,0,7308.42,3294,10122.777,-62586,63399.35339
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,18,0,-2,22583.68,32940,2814.357,0,-11291.84,-2444.7,-8477.483,-68324.7,68848.61907
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,19,0,-2,22583.68,32940,2814.357,0,11291.84,2811.7,14106.197,-63068.3,64626.58322
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,20,0,-2,22583.68,32940,2814.357,0,-5574.62,-3294,-2760.263,-69174,69229.04974
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,21,0,-2,22583.68,32940,2814.357,0,1662.5,-3294,4476.857,-69174,69318.71699
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,22,0,-2,22583.68,32940,2814.357,0,7308.42,-3294,10122.777,-69174,69910.74946
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,23,0,-2,22583.68,32940,2814.357,0,-11291.84,-9215.3,-8477.483,-75095.3,75572.29519
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,24,0,-2,22583.68,32940,2814.357,0,11291.84,-5693.5,14106.197,-71573.5,72950.33034
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,25,0,-2,22583.68,32940,2814.357,0,-5574.62,-9882,-2760.263,-75762,75812.26613
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,26,0,-2,22583.68,32940,2814.357,0,1662.5,-9882,4476.857,-75762,75894.15585
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,27,0,-2,22583.68,32940,2814.357,0,7308.42,-9882,10122.777,-75762,76435.27496
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,28,0,-2,22583.68,32940,2814.357,0,11291.84,-11789.6,14106.197,-77669.6,78940.17708
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,29,0,-2,22583.68,32940,2814.357,0,-7308.42,-16470,-4494.063,-82350,82472.53544
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,30,0,-2,22583.68,32940,2814.357,0,-1657.5,-16470,1156.857,-82350,82358.12539
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,31,0,-2,22583.68,32940,2814.357,0,5574.62,-16470,8388.977,-82350,82776.18882
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,1,0,-1,22583.68,32940,2814.357,0,0,-2313.7,2814.357,-35253.7,35365.8588
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,2,0,-1,22583.68,32940,2814.357,0,-10237.04,16470,-7422.683,-16470,18065.35698
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,3,0,-1,22583.68,32940,2814.357,0,11153.04,16470,13967.397,-16470,21595.11702
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,4,0,-1,22583.68,32940,2814.357,0,10237.04,-16470,13051.397,-49410,51104.66773
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,5,0,-1,22583.68,32940,2814.357,0,-11153.04,-16470,-8338.683,-49410,50108.69919
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,6,0,-1,22583.68,32940,2814.357,0,-5507.12,16470,-2692.763,-16470,16688.67498
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,7,0,-1,22583.68,32940,2814.357,0,1743.7,16470,4558.057,-16470,17089.08376
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,8,0,-1,22583.68,32940,2814.357,0,7375.92,16470,10190.277,-16470,19367.56684
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,9,0,-1,22583.68,32940,2814.357,0,-11291.84,11789.6,-8477.483,-21150.4,22786.11722
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,10,0,-1,22583.68,32940,2814.357,0,-5574.62,9882,-2760.263,-23058,23222.62724
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,11,0,-1,22583.68,32940,2814.357,0,1662.5,9882,4476.857,-23058,23488.58473
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,12,0,-1,22583.68,32940,2814.357,0,7308.42,9882,10122.777,-23058,25182.1758
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,13,0,-1,22583.68,32940,2814.357,0,-11291.84,5693.5,-8477.483,-27246.5,28534.88182
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,14,0,-1,22583.68,32940,2814.357,0,11291.84,9215.3,14106.197,-23724.7,27601.56126
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,15,0,-1,22583.68,32940,2814.357,0,-5574.62,3294,-2760.263,-29646,29774.22321
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,16,0,-1,22583.68,32940,2814.357,0,1662.5,3294,4476.857,-29646,29982.12075
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,17,0,-1,22583.68,32940,2814.357,0,7308.42,3294,10122.777,-29646,31326.601
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,18,0,-1,22583.68,32940,2814.357,0,-11291.84,-2444.7,-8477.483,-35384.7,36386.05107
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,19,0,-1,22583.68,32940,2814.357,0,11291.84,2811.7,14106.197,-30128.3,33267.08966
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,20,0,-1,22583.68,32940,2814.357,0,-5574.62,-3294,-2760.263,-36234,36338.98468
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,21,0,-1,22583.68,32940,2814.357,0,1662.5,-3294,4476.857,-36234,36509.51937
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,22,0,-1,22583.68,32940,2814.357,0,7308.42,-3294,10122.777,-36234,37621.44827
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,23,0,-1,22583.68,32940,2814.357,0,-11291.84,-9215.3,-8477.483,-42155.3,42999.26786
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,24,0,-1,22583.68,32940,2814.357,0,11291.84,-5693.5,14106.197,-38633.5,41128.23989
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,25,0,-1,22583.68,32940,2814.357,0,-5574.62,-9882,-2760.263,-42822,42910.86967
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,26,0,-1,22583.68,32940,2814.357,0,1662.5,-9882,4476.857,-42822,43055.38216
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,27,0,-1,22583.68,32940,2814.357,0,7308.42,-9882,10122.777,-42822,44002.20788
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,28,0,-1,22583.68,32940,2814.357,0,11291.84,-11789.6,14106.197,-44729.6,46901.19305
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,29,0,-1,22583.68,32940,2814.357,0,-7308.42,-16470,-4494.063,-49410,49613.95673
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,30,0,-1,22583.68,32940,2814.357,0,-1657.5,-16470,1156.857,-49410,49423.54113
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,31,0,-1,22583.68,32940,2814.357,0,5574.62,-16470,8388.977,-49410,50117.09324
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,1,0,0,22583.68,32940,2814.357,0,0,-2313.7,2814.357,-2313.7,3643.324445
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,2,0,0,22583.68,32940,2814.357,0,-10237.04,16470,-7422.683,16470,18065.35698
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,3,0,0,22583.68,32940,2814.357,0,11153.04,16470,13967.397,16470,21595.11702
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,4,0,0,22583.68,32940,2814.357,0,10237.04,-16470,13051.397,-16470,21014.27761
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,5,0,0,22583.68,32940,2814.357,0,-11153.04,-16470,-8338.683,-16470,18460.62118
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,6,0,0,22583.68,32940,2814.357,0,-5507.12,16470,-2692.763,16470,16688.67498
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,7,0,0,22583.68,32940,2814.357,0,1743.7,16470,4558.057,16470,17089.08376
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,8,0,0,22583.68,32940,2814.357,0,7375.92,16470,10190.277,16470,19367.56684
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,9,0,0,22583.68,32940,2814.357,0,-11291.84,11789.6,-8477.483,11789.6,14521.10141
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,10,0,0,22583.68,32940,2814.357,0,-5574.62,9882,-2760.263,9882,10260.26198
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,11,0,0,22583.68,32940,2814.357,0,1662.5,9882,4476.857,9882,10848.78669
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,12,0,0,22583.68,32940,2814.357,0,7308.42,9882,10122.777,9882,14146.53803
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,13,0,0,22583.68,32940,2814.357,0,-11291.84,5693.5,-8477.483,5693.5,10211.93715
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,14,0,0,22583.68,32940,2814.357,0,11291.84,9215.3,14106.197,9215.3,16849.52664
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,15,0,0,22583.68,32940,2814.357,0,-5574.62,3294,-2760.263,3294,4297.614202
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,16,0,0,22583.68,32940,2814.357,0,1662.5,3294,4476.857,3294,5558.1188
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,17,0,0,22583.68,32940,2814.357,0,7308.42,3294,10122.777,3294,10645.23603
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,18,0,0,22583.68,32940,2814.357,0,-11291.84,-2444.7,-8477.483,-2444.7,8822.940332
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,19,0,0,22583.68,32940,2814.357,0,11291.84,2811.7,14106.197,2811.7,14383.68696
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,20,0,0,22583.68,32940,2814.357,0,-5574.62,-3294,-2760.263,-3294,4297.614202
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,21,0,0,22583.68,32940,2814.357,0,1662.5,-3294,4476.857,-3294,5558.1188
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,22,0,0,22583.68,32940,2814.357,0,7308.42,-3294,10122.777,-3294,10645.23603
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,23,0,0,22583.68,32940,2814.357,0,-11291.84,-9215.3,-8477.483,-9215.3,12521.56029
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,24,0,0,22583.68,32940,2814.357,0,11291.84,-5693.5,14106.197,-5693.5,15211.86169
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,25,0,0,22583.68,32940,2814.357,0,-5574.62,-9882,-2760.263,-9882,10260.26198
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,26,0,0,22583.68,32940,2814.357,0,1662.5,-9882,4476.857,-9882,10848.78669
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,27,0,0,22583.68,32940,2814.357,0,7308.42,-9882,10122.777,-9882,14146.53803
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,28,0,0,22583.68,32940,2814.357,0,11291.84,-11789.6,14106.197,-11789.6,18384.21774
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,29,0,0,22583.68,32940,2814.357,0,-7308.42,-16470,-4494.063,-16470,17072.12647
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,30,0,0,22583.68,32940,2814.357,0,-1657.5,-16470,1156.857,-16470,16510.57898
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,31,0,0,22583.68,32940,2814.357,0,5574.62,-16470,8388.977,-16470,18483.3935
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,1,0,1,22583.68,32940,2814.357,0,0,-2313.7,2814.357,30626.3,30755.33867
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,2,0,1,22583.68,32940,2814.357,0,-10237.04,16470,-7422.683,49410,49964.43058
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,3,0,1,22583.68,32940,2814.357,0,11153.04,16470,13967.397,49410,51346.23919
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,4,0,1,22583.68,32940,2814.357,0,10237.04,-16470,13051.397,16470,21014.27761
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,5,0,1,22583.68,32940,2814.357,0,-11153.04,-16470,-8338.683,16470,18460.62118
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,6,0,1,22583.68,32940,2814.357,0,-5507.12,16470,-2692.763,49410,49483.32116
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,7,0,1,22583.68,32940,2814.357,0,1743.7,16470,4558.057,49410,49619.79427
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,8,0,1,22583.68,32940,2814.357,0,7375.92,16470,10190.277,49410,50449.87458
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,9,0,1,22583.68,32940,2814.357,0,-11291.84,11789.6,-8477.483,44729.6,45525.86994
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,10,0,1,22583.68,32940,2814.357,0,-5574.62,9882,-2760.263,42822,42910.86967
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,11,0,1,22583.68,32940,2814.357,0,1662.5,9882,4476.857,42822,43055.38216
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,12,0,1,22583.68,32940,2814.357,0,7308.42,9882,10122.777,42822,44002.20788
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,13,0,1,22583.68,32940,2814.357,0,-11291.84,5693.5,-8477.483,38633.5,39552.68689
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,14,0,1,22583.68,32940,2814.357,0,11291.84,9215.3,14106.197,42155.3,44452.83019
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,15,0,1,22583.68,32940,2814.357,0,-5574.62,3294,-2760.263,36234,36338.98468
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,16,0,1,22583.68,32940,2814.357,0,1662.5,3294,4476.857,36234,36509.51937
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,17,0,1,22583.68,32940,2814.357,0,7308.42,3294,10122.777,36234,37621.44827
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,18,0,1,22583.68,32940,2814.357,0,-11291.84,-2444.7,-8477.483,30495.3,31651.71465
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,19,0,1,22583.68,32940,2814.357,0,11291.84,2811.7,14106.197,35751.7,38433.95435
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,20,0,1,22583.68,32940,2814.357,0,-5574.62,-3294,-2760.263,29646,29774.22321
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,21,0,1,22583.68,32940,2814.357,0,1662.5,-3294,4476.857,29646,29982.12075
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,22,0,1,22583.68,32940,2814.357,0,7308.42,-3294,10122.777,29646,31326.601
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,23,0,1,22583.68,32940,2814.357,0,-11291.84,-9215.3,-8477.483,23724.7,25193.83075
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,24,0,1,22583.68,32940,2814.357,0,11291.84,-5693.5,14106.197,27246.5,30681.53445
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,25,0,1,22583.68,32940,2814.357,0,-5574.62,-9882,-2760.263,23058,23222.62724
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,26,0,1,22583.68,32940,2814.357,0,1662.5,-9882,4476.857,23058,23488.58473
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,27,0,1,22583.68,32940,2814.357,0,7308.42,-9882,10122.777,23058,25182.1758
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,28,0,1,22583.68,32940,2814.357,0,11291.84,-11789.6,14106.197,21150.4,25422.90727
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,29,0,1,22583.68,32940,2814.357,0,-7308.42,-16470,-4494.063,16470,17072.12647
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,30,0,1,22583.68,32940,2814.357,0,-1657.5,-16470,1156.857,16470,16510.57898
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,31,0,1,22583.68,32940,2814.357,0,5574.62,-16470,8388.977,16470,18483.3935
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,1,0,2,22583.68,32940,2814.357,0,0,-2313.7,2814.357,63566.3,63628.57142
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,2,0,2,22583.68,32940,2814.357,0,-10237.04,16470,-7422.683,82350,82683.84802
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,3,0,2,22583.68,32940,2814.357,0,11153.04,16470,13967.397,82350,83526.10777
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,4,0,2,22583.68,32940,2814.357,0,10237.04,-16470,13051.397,49410,51104.66773
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,5,0,2,22583.68,32940,2814.357,0,-11153.04,-16470,-8338.683,49410,50108.69919
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11,6,0,2,22583.68,32940,2814.357,0,-5507.12,16470,-2692.763,82350,82394.01357
