UNIQUE_ID,Z1_dx,Z2_dx,Z3_dx,Z4_dx,Z5_dx,Z6_dx,Z7_dx,Z8_dx,Z9_dx,Z10_dx,Z11_dx,Z12_dx,Z13_dx,Z14_dx,Z15_dx,Z16_dx,Z17_dx,Z18_dx,Z19_dx,Z20_dx,Z21_dx,Z22_dx,Z23_dx,Z24_dx,Z25_dx,Z26_dx,Z27_dx,Z28_dx,Z29_dx,Z30_dx,Z31_dx,Z32_dx,Z33_dx,Z34_dx,Z35_dx,Z36_dx,Z37_dx,Z38_dx,Z39_dx,Z40_dx,Z41_dx,Z42_dx,Z43_dx,Z44_dx,Z45_dx,Z46_dx,Z47_dx,Z48_dx,Z49_dx,Z50_dx,Z51_dx,Z52_dx,Z53_dx,Z54_dx,Z55_dx,Z56_dx,Z57_dx,Z58_dx,Z59_dx,Z60_dx,Z61_dx,Z62_dx,Z63_dx,Z64_dx,Z1_dy,Z2_dy,Z3_dy,Z4_dy,Z5_dy,Z6_dy,Z7_dy,Z8_dy,Z9_dy,Z10_dy,Z11_dy,Z12_dy,Z13_dy,Z14_dy,Z15_dy,Z16_dy,Z17_dy,Z18_dy,Z19_dy,Z20_dy,Z21_dy,Z22_dy,Z23_dy,Z24_dy,Z25_dy,Z26_dy,Z27_dy,Z28_dy,Z29_dy,Z30_dy,Z31_dy,Z32_dy,Z33_dy,Z34_dy,Z35_dy,Z36_dy,Z37_dy,Z38_dy,Z39_dy,Z40_dy,Z41_dy,Z42_dy,Z43_dy,Z44_dy,Z45_dy,Z46_dy,Z47_dy,Z48_dy,Z49_dy,Z50_dy,Z51_dy,Z52_dy,Z53_dy,Z54_dy,Z55_dy,Z56_dy,Z57_dy,Z58_dy,Z59_dy,Z60_dy,Z61_dy,Z62_dy,Z63_dy,Z64_dy
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-0.025356870322284505,-3.9913669506876106,-0.05924538697786965,1.014635901546083,-1.3744901921643993,2.2024599799912843,-6.593509545009782,-0.20693866399470653,2.698437705557498,3.0634033117494894,2.2387486354283506,-0.8576178167833265,2.0093633607372965,-5.061218905606428,-0.2978952777107037,3.25927307607979,0.22137060043393547,-0.5153023493911534,2.8908458422410206,2.122979550649933,-0.4999386347586147,1.1667326680332855,-1.3126044720021963,-0.21505184561348148,1.6271522215345309,0.18862586838753284,-0.18960850231486473,-0.11681465642101062,0.03113112983034642,1.2630866138230268,1.1745984629572899,-0.04392480327314758,0.3076323201157984,-0.009473023957686578,-0.09802452117233189,0.44324309090116576,0.09364609534167853,0.14990190674062856,-0.14763165570492987,0.2595247506927349,0.08905790056891108,-0.13080009889658178,-0.004862195512798923,-0.14953797147445475,0.16054566766909753,-0.07528910725153483,-0.3525684897270941,-0.13310508862077364,0.05199342547051642,0.06175622053740317,0.028129966778554782,-0.1267096779170108,0.014240318631753414,-0.11684338490942393,0.039299965399703395,-0.019621698368962534,-0.04722888883579293,0.32509527689224965,0.278411035264024,-0.08687907889637142,0.16551002722528518,0.4449241876123594,0.010600112243706883,-0.10038477327667167,-0.04110111814561655,1.4519187302753616,-1.5327260905440283,-0.7744209347191753,-0.6204576637741513,-0.9227748373517086,2.5954346041236236,-2.7287763400261933,-2.225722649434391,-0.5187280682576441,-0.1383552839379291,-0.39676514072882735,-0.865658430424127,1.9953550267499907,-2.2556580581178087,-2.236074278022325,-0.12089464949079164,-0.07160339838968512,-0.40948169186067085,-0.12741982352682502,-0.2695412875236815,-0.5470398839038607,0.4739916624110492,-0.5006399428800101,-1.3683453582034923,-0.003647357889513341,-0.05821252161794373,-0.08981230466702732,0.12947792340699127,-0.2525573652520527,-0.1732737229417936,-0.11344751776773085,-0.27683135413894694,0.04946690165841448,0.08869329623402533,-0.3871091943174733,0.07402017451252921,-0.06378291839987851,-0.013239065058487853,0.11116275915615788,0.1737253137797718,-0.02646775915797489,0.0046857728728317465,-0.04202261763431732,-0.016425733626366068,0.07788647601119733,0.023168718204533423,-0.028334310372467898,-0.1942642402374898,0.12165811379906172,0.005427056603127039,0.11430506482244093,0.06823406134131964,-0.0760162375921131,-0.003112692064472929,-0.0948913029573408,-0.033523114259306375,-0.05560721953149872,-0.013540650678240708,-0.03637109174856848,-0.06896317099214319,-0.17291810612022077,0.19874291751747608,0.07297267277809406
WF075030_PTVP841_5G4PPWF.WF075P_-_2024-07-16 23:04:19_2024-07-16 23:55:04_PDS211.1_11_E1,0.3885426234459275,0.2295445246926295,-2.8713855553551366,-1.1782174054410204,3.6436860514680776,2.016352898360088,0.1863188802824525,-4.6367687323904505,-3.5694202631805085,-0.07219369523956656,-1.0629208947803115,3.372465177330906,1.5681421858614788,0.24912994375550848,-3.744178149330103,-3.867828341412829,-0.5259740365409009,-0.257721509675197,-0.2083062073562098,-1.0969642200685066,2.1456704579506267,0.9056986012998495,0.12201575443043951,-1.3561418289837586,-2.074657334586145,-0.1319050231130772,-0.09192986821670229,-0.16382900903407988,0.050560768427560195,-0.0407756995973243,-0.37173579958725766,0.7416829434781567,0.19380829492385107,-0.12275904788208356,-0.29114452528305373,-0.6584039969565336,-0.1238297950519493,0.12609184259141953,-0.15335068002682506,-0.0505063604282341,0.11384212780841263,0.18443552365023524,-0.022295076200698774,0.07701910736909119,-0.06409492615203487,0.0037190249198588293,0.014261281683983325,-0.37010510401196506,-0.12000749636943805,0.0700173224573634,0.2946414871715043,-0.07101455414024356,0.09239435519629081,-0.10402385683222536,-0.1112701848835354,-0.1623010602168182,-0.11327469199672903,-0.009988133029350529,-0.12897156136888896,0.2822598891054056,0.13650084194601217,-0.027403682800544466,0.3160345567675563,0.1239170802292026,-0.2898307204580583,-2.1324973668950356,-5.154480187416758,0.16428434505484008,0.5244674101441076,1.3919374031608625,-3.3278835806210596,-7.924282147777814,0.39813433045646707,-0.7412115010673314,-0.8701752381629178,0.7957511472934393,1.2893962360919893,-2.4041567272973596,-6.439829551397674,0.4174170279277642,0.3354917156948052,-0.06098298140702664,-0.754811005976674,-0.7801438791790517,0.6071095377678066,0.8015208243499967,-0.6643033480259057,-2.1619204166629222,0.333080322140453,-0.14936333442514546,0.16384178162312074,0.19958404737811378,-0.012424419136724001,-0.4464937048643088,-0.12418524783997992,0.22412315330511307,0.3616695937501722,0.13967253804558047,-0.6411364229908566,0.2243847718243169,0.14002664540616083,0.05189478399852093,-0.028452375790523305,-0.09504153833452965,0.012203450624163111,0.040913271521702536,0.05769159379568185,0.2600042959105307,-0.02434408781762032,0.0460650678789575,-0.18959545590888163,-0.4494027587671855,0.07812661950541352,-0.008049377745368558,-0.061321625777638944,0.0968718181127002,-0.03161932025662167,-0.013693533517795432,-0.07670718174789762,0.11345518509991384,-0.025790405526144276,-0.08690762584278189,-0.09882861207361697,0.04899770535071756,0.10221098470822267,0.23015631625755165,0.5528504654076332,-0.010313750880882287
